setName,gene,Direction
Haber_Tuft,Asah1,1
Haber_Tuft,Cd47,1
Haber_Tuft,Krt23,1
Haber_Tuft,Bcl2l14,1
Haber_Tuft,Lima1,1
Haber_Tuft,Pygl,1
Haber_Tuft,Itpr2,1
Haber_Tuft,Inpp5j,1
Haber_Tuft,Pea15a,1
Haber_Tuft,Rac2,1
Haber_Tuft,Pou2f3,1
Haber_Tuft,Atp2a3,1
Haber_Tuft,Bmx,1
Haber_Tuft,Acot7,1
Haber_Tuft,Gnai2,1
Haber_Tuft,Alox5,1
Haber_Tuft,Ppp3ca,1
Haber_Tuft,Ptgs1,1
Haber_Tuft,Calm2,1
Haber_Tuft,Zfp428,1
Haber_Tuft,Tmem141,1
Haber_Tuft,Myo1b,1
Haber_Tuft,Siglecf,1
Haber_Tuft,Pla2g4a,1
Haber_Tuft,Inpp5b,1
Haber_Tuft,Fam221a,1
Haber_Tuft,Bub3,1
Haber_Tuft,Arpc5,1
Haber_Tuft,Pla2g16,1
Haber_Tuft,1110007C09Rik,1
Haber_Tuft,Gimap1,1
Haber_Tuft,Coprs,1
Haber_Tuft,Lect2,1
Haber_Tuft,Nrgn,1
Haber_Tuft,Agt,1
Haber_Tuft,Ffar3,1
Haber_Tuft,Tmem45b,1
Haber_Tuft,Ccdc23,1
Haber_Tuft,Rgs2,1
Haber_Tuft,Mlip,1
Haber_Tuft,Csk,1
Haber_Tuft,2210016L21Rik,1
Haber_Tuft,St6galnac2,1
Haber_Tuft,Ildr1,1
Haber_Tuft,Gprc5c,1
Haber_Tuft,Mocs2,1
Haber_Tuft,Nrep,1
Haber_Tuft,Pik3cg,1
Haber_Tuft,Malat1,1
Haber_Tuft,Sec14l1,1
Haber_Tuft,Ndufaf3,1
Haber_Tuft,Inpp5d,1
Haber_Tuft,Pim3,1
Haber_Tuft,Tmem9,1
Haber_Tuft,Gga2,1
Haber_Tuft,Nt5c3,1
